Id,X,Y,Signal,Bincode
1105,270,-166,243,504.0
1106,270,-162,166,503.0
1107,270,-101,74,501.0
1108,270,-97,74,501.0
1109,270,-90,243,504.0
1110,270,-79,74,501.0
1111,270,-26,83,501.0
1112,270,-9,70,501.0
1113,270,34,206,504.0
1114,270,63,50,500.0
1115,270,64,243,504.0
1116,270,117,243,504.0
1117,270,145,243,504.0
1118,270,150,83,501.0
1119,270,151,83,501.0
1120,270,152,83,501.0
1121,270,175,179,503.0
1122,271,-280,116,502.0
1123,271,-279,116,502.0
1124,271,-263,179,503.0
1125,271,-262,179,503.0
1126,271,-261,179,503.0
1127,271,-186,116,502.0
1128,271,-173,243,504.0
1129,271,-172,243,504.0
1130,271,-168,243,504.0
1131,271,-167,243,504.0
1132,271,-158,83,501.0
1133,271,-157,83,501.0
1134,271,-156,83,501.0
1135,271,-155,83,501.0
1136,271,-99,179,503.0
1137,271,-79,74,501.0
1138,271,-29,83,501.0
1139,271,-28,83,501.0
1140,271,-27,83,501.0
1141,271,-26,83,501.0
1142,271,-9,70,501.0
1143,271,5,206,504.0
1144,271,10,74,501.0
1145,271,69,116,502.0
1146,271,72,116,502.0
1147,271,91,166,503.0
1148,271,94,166,503.0
1149,271,152,83,501.0
1150,271,173,74,501.0
1151,271,177,74,501.0
1152,272,-262,179,503.0
1153,272,-173,243,504.0
1154,272,-172,243,504.0
1155,272,-168,243,504.0
1156,272,-167,243,504.0
1157,272,-158,83,501.0
1158,272,-100,179,503.0
1159,272,-99,179,503.0
1160,272,-98,179,503.0
1161,272,-88,243,504.0
1162,272,-87,243,504.0
1163,272,-79,74,501.0
1164,272,-38,90,501.0
1165,272,-19,70,501.0
1166,272,-18,70,501.0
1167,272,-9,70,501.0
1168,272,5,206,504.0
1169,272,11,74,501.0
1170,272,61,50,500.0
1171,272,71,116,502.0
1172,272,152,83,501.0
1173,272,172,74,501.0
1174,272,178,74,501.0
1175,273,-282,116,502.0
1176,273,-264,74,501.0
1177,273,-260,74,501.0
1178,273,-245,20,500.0
1179,273,-209,20,500.0
1180,273,-208,20,500.0
1181,273,-99,179,503.0
1182,273,-88,243,504.0
1183,273,-87,243,504.0
1184,273,-72,70,501.0
1185,273,-37,50,500.0
1186,273,-19,70,501.0
1187,273,12,74,501.0
1188,273,16,243,504.0
1189,273,70,116,502.0
1190,273,73,116,502.0
1191,273,125,83,501.0
1192,273,152,83,501.0
1193,274,-282,116,502.0
1194,274,-265,74,501.0
1195,274,-259,74,501.0
1196,274,-222,20,500.0
1197,274,-170,243,504.0
1198,274,-101,74,501.0
1199,274,-97,74,501.0
1200,274,-86,243,504.0
1201,274,-72,70,501.0
1202,274,-71,70,501.0
1203,274,-70,70,501.0
1204,274,-31,116,502.0
1205,274,-19,70,501.0
1206,274,-9,70,501.0
1207,274,17,243,504.0
1208,274,18,243,504.0
1209,274,63,50,500.0
1210,274,125,83,501.0
1211,274,144,74,501.0
1212,275,-222,20,500.0
1213,275,-213,166,503.0
1214,275,-143,20,500.0
1215,275,-142,20,500.0
1216,275,-139,20,500.0
1217,275,-138,20,500.0
1218,275,-137,20,500.0
1219,275,-102,74,501.0
1220,275,-96,74,501.0
1221,275,-70,70,501.0
1222,275,-31,116,502.0
1223,275,-9,70,501.0
1224,275,12,74,501.0
1225,275,27,166,503.0
1226,275,28,166,503.0
1227,275,29,166,503.0
1228,275,30,166,503.0
1229,275,63,243,504.0
1230,275,110,83,501.0
1231,275,122,83,501.0
1232,275,123,83,501.0
1233,275,124,83,501.0
1234,275,125,83,501.0
1235,275,144,74,501.0
1236,276,-234,70,501.0
1237,276,-233,70,501.0
1238,276,-232,70,501.0
1239,276,-200,70,501.0
1240,276,-199,70,501.0
1241,276,-198,70,501.0
1242,276,-173,243,504.0
1243,276,-172,243,504.0
1244,276,-168,243,504.0
1245,276,-167,243,504.0
1246,276,-70,70,501.0
1247,276,110,83,501.0
1248,276,141,74,501.0
1249,276,142,74,501.0
1250,276,143,74,501.0
1251,276,145,74,501.0
1252,277,-234,70,501.0
1253,277,-200,70,501.0
1254,277,-173,243,504.0
1255,277,-172,243,504.0
1256,277,-168,243,504.0
1257,277,-167,243,504.0
1258,277,-122,50,500.0
1259,277,-114,50,500.0
1260,277,-33,116,502.0
1261,277,-31,116,502.0
1262,277,-30,116,502.0
1263,277,107,83,501.0
1264,277,108,83,501.0
1265,277,109,83,501.0
1266,277,110,83,501.0
1267,278,-270,50,500.0
1268,278,-235,70,501.0
1269,278,-234,70,501.0
1270,278,-222,20,500.0
1271,278,-201,70,501.0
1272,278,-200,70,501.0
1273,278,-174,243,504.0
1274,278,-166,243,504.0
1275,278,-161,70,501.0
1276,278,-121,243,504.0
1277,278,-120,243,504.0
1278,278,-116,243,504.0
1279,278,-115,243,504.0
1280,278,87,111,502.0
1281,278,93,111,502.0
1282,279,-272,243,504.0
1283,279,-271,243,504.0
1284,279,-243,74,501.0
1285,279,-222,20,500.0
1286,279,-191,70,501.0
1287,279,-188,70,501.0
1288,279,-187,70,501.0
1289,279,-161,70,501.0
1290,279,-160,70,501.0
1291,279,-159,70,501.0
1292,279,-121,243,504.0
1293,279,-120,50,500.0
1294,279,-116,50,500.0
1295,279,-115,243,504.0
1296,279,-82,83,501.0
1297,279,-80,83,501.0
1298,279,-33,116,502.0
1299,279,69,70,501.0
1300,279,88,74,501.0
1301,279,92,74,501.0
1302,280,-272,50,500.0
1303,280,-271,243,504.0
1304,280,-242,74,501.0
1305,280,-238,74,501.0
1306,280,-222,20,500.0
1307,280,-159,70,501.0
1308,280,-133,20,500.0
1309,280,-132,20,500.0
1310,280,-131,20,500.0
1311,280,-128,20,500.0
1312,280,-127,20,500.0
1313,280,-92,83,501.0
1314,280,-33,116,502.0
1315,280,16,83,501.0
1316,280,69,70,501.0
1317,280,90,116,502.0
1318,280,99,83,501.0
1319,281,-260,70,501.0
1320,281,-259,70,501.0
1321,281,-258,70,501.0
1322,281,-257,70,501.0
1323,281,-159,70,501.0
1324,281,-150,83,501.0
1325,281,-118,50,500.0
1326,281,-107,116,502.0
1327,281,-82,83,501.0
1328,281,2,70,501.0
1329,281,3,70,501.0
1330,281,4,70,501.0
1331,281,5,70,501.0
1332,281,8,70,501.0
1333,281,9,70,501.0
1334,281,16,83,501.0
1335,281,67,70,501.0
1336,281,68,70,501.0
1337,281,69,70,501.0
1338,281,75,83,501.0
1339,281,89,116,502.0
1340,281,91,116,502.0
1341,281,99,83,501.0
1342,282,-274,50,500.0
1343,282,-266,90,501.0
1344,282,-265,90,501.0
1345,282,-257,70,501.0
1346,282,-217,74,501.0
1347,282,-150,83,501.0
1348,282,-95,116,502.0
1349,282,16,83,501.0
1350,282,17,83,501.0
1351,282,18,83,501.0
1352,282,19,83,501.0
1353,282,75,83,501.0
1354,282,90,116,502.0
1355,282,285,83,501.0
1356,283,-266,90,501.0
1357,283,-265,50,500.0
1358,283,-257,70,501.0
1359,283,-150,83,501.0
1360,283,-121,243,504.0
1361,283,-120,50,500.0
1362,283,-116,50,500.0
1363,283,-115,243,504.0
1364,283,-87,116,502.0
1365,283,28,243,504.0
1366,283,72,83,501.0
1367,283,73,83,501.0
1368,283,74,83,501.0
1369,283,75,83,501.0
1370,283,88,74,501.0
1371,283,92,74,501.0
1372,284,-277,243,504.0
1373,284,-276,50,500.0
1374,284,-272,50,500.0
1375,284,-271,243,504.0
1376,284,-216,116,502.0
1377,284,-121,243,504.0
1378,284,-120,243,504.0
1379,284,-116,243,504.0
1380,284,-115,243,504.0
1381,284,87,111,502.0
1382,284,93,111,502.0
1383,284,133,74,501.0
1384,284,134,74,501.0
1385,284,135,74,501.0
1386,284,137,74,501.0
1387,284,138,74,501.0
1388,284,139,74,501.0
1389,285,-277,243,504.0
1390,285,-276,243,504.0
1391,285,-272,243,504.0
1392,285,-271,243,504.0
1393,285,-212,20,500.0
1394,285,-211,20,500.0
1395,285,-197,20,500.0
1396,285,-122,50,500.0
1397,285,-114,50,500.0
1398,285,-95,116,502.0
1399,285,-89,116,502.0
1400,285,-86,116,502.0
1401,285,-21,74,501.0
1402,285,-6,206,504.0
1403,285,26,243,504.0
1404,285,136,74,501.0
1405,286,-278,50,500.0
1406,286,-270,50,500.0
1407,286,-217,74,501.0
1408,286,-197,20,500.0
1409,286,-87,116,502.0
1410,286,4,20,500.0
1411,286,82,116,502.0
1412,286,136,74,501.0
1413,287,-238,70,501.0
1414,287,-237,70,501.0
1415,287,-227,70,501.0
1416,287,-88,116,502.0
1417,287,-85,116,502.0
1418,287,-5,206,504.0
1419,287,4,20,500.0
1420,287,136,74,501.0
1421,287,149,100,502.0
1422,288,-254,70,501.0
1423,288,-253,70,501.0
1424,288,-249,243,504.0
1425,288,-245,243,504.0
1426,288,-244,243,504.0
1427,288,-238,70,501.0
1428,288,-168,70,501.0
1429,288,-165,70,501.0
1430,288,-164,70,501.0
1431,288,-4,206,504.0
1432,288,14,74,501.0
1433,288,20,74,501.0
1434,288,105,243,504.0
1435,288,150,100,502.0
1436,289,-254,70,501.0
1437,289,-249,243,504.0
1438,289,-245,243,504.0
1439,289,-244,243,504.0
1440,289,-240,70,501.0
1441,289,-239,70,501.0
1442,289,-238,70,501.0
1443,289,-188,20,500.0
1444,289,-187,20,500.0
1445,289,-77,166,503.0
1446,289,-9,50,500.0
1447,289,15,74,501.0
1448,289,19,74,501.0
1449,289,64,20,500.0
1450,289,98,243,504.0
1451,289,99,243,504.0
1452,289,103,243,504.0
1453,289,104,243,504.0
1454,289,126,116,502.0
1455,289,151,100,502.0
1456,290,-260,116,502.0
1457,290,-257,116,502.0
1458,290,-256,116,502.0
1459,290,-252,116,502.0
1460,290,-249,116,502.0
1461,290,-223,50,500.0
1462,290,-215,50,500.0
1463,290,-142,100,502.0
1464,290,-77,166,503.0
1465,290,4,20,500.0
1466,290,17,116,502.0
1467,290,64,20,500.0
1468,290,98,243,504.0
1469,290,99,243,504.0
1470,290,103,243,504.0
1471,290,104,243,504.0
1472,290,126,116,502.0
1473,291,-247,243,504.0
1474,291,-222,90,501.0
1475,291,-221,90,501.0
1476,291,-217,90,501.0
1477,291,-216,90,501.0
1478,291,-159,20,500.0
1479,291,-158,20,500.0
1480,291,-155,20,500.0
1481,291,-154,20,500.0
1482,291,-153,20,500.0
1483,291,-141,100,502.0
1484,291,-128,50,500.0
1485,291,-77,166,503.0
1486,291,4,20,500.0
1487,291,16,116,502.0
1488,291,18,116,502.0
1489,292,-274,20,500.0
1490,292,-273,20,500.0
1491,292,-272,20,500.0
1492,292,-269,20,500.0
1493,292,-268,20,500.0
1494,292,-250,116,502.0
1495,292,-222,90,501.0
1496,292,-221,50,500.0
1497,292,-217,50,500.0
1498,292,-216,90,501.0
1499,292,-140,100,502.0
1500,292,-77,166,503.0
1501,292,4,20,500.0
1502,292,17,116,502.0
1503,292,101,243,504.0
1504,292,124,116,502.0
1505,292,126,116,502.0
1506,292,127,116,502.0
1507,292,133,243,504.0
1508,292,134,243,504.0
1509,293,-279,50,500.0
1510,293,-245,243,504.0
1511,293,-244,243,504.0
1512,293,-200,83,501.0
1513,293,-184,83,501.0
1514,293,-183,83,501.0
1515,293,-182,83,501.0
1516,293,-181,83,501.0
1517,293,-139,100,502.0
1518,293,-13,50,500.0
1519,293,15,74,501.0
1520,293,19,74,501.0
1521,293,81,70,501.0
1522,293,82,70,501.0
1523,293,83,70,501.0
1524,293,84,70,501.0
1525,293,93,74,501.0
1526,293,133,243,504.0
1527,293,134,243,504.0
1528,293,285,70,501.0
1529,294,-278,243,504.0
1530,294,-277,243,504.0
1531,294,-245,243,504.0
1532,294,-244,243,504.0
1533,294,-219,50,500.0
1534,294,-200,83,501.0
1535,294,-184,83,501.0
1536,294,-138,100,502.0
1537,294,20,74,501.0
1538,294,73,111,502.0
1539,294,79,70,501.0
1540,294,84,70,501.0
1541,294,93,74,501.0
1542,294,98,243,504.0
1543,294,99,243,504.0
1544,294,103,243,504.0
1545,294,104,243,504.0
1546,294,115,20,500.0
1547,294,116,20,500.0
1548,294,119,20,500.0
1549,294,120,20,500.0
1550,294,121,20,500.0
1551,294,124,116,502.0
1552,294,135,243,504.0
1553,295,-278,243,504.0
1554,295,-277,50,500.0
1555,295,-250,116,502.0
1556,295,-200,83,501.0
1557,295,-199,83,501.0
1558,295,-198,83,501.0
1559,295,-197,83,501.0
1560,295,-184,83,501.0
1561,295,-82,20,500.0
1562,295,58,74,501.0
1563,295,84,70,501.0
1564,295,93,74,501.0
1565,295,98,243,504.0
1566,295,99,243,504.0
1567,295,124,116,502.0
1568,296,-250,116,502.0
1569,296,-222,90,501.0
1570,296,-221,50,500.0
1571,296,-217,50,500.0
1572,296,-216,90,501.0
1573,296,-121,116,502.0
1574,296,-107,70,501.0
1575,296,-106,70,501.0
1576,296,-98,50,500.0
1577,296,-90,50,500.0
1578,296,-82,20,500.0
1579,296,57,74,501.0
1580,296,97,243,504.0
1581,297,-222,90,501.0
1582,297,-221,90,501.0
1583,297,-217,90,501.0
1584,297,-216,90,501.0
1585,297,-107,70,501.0
1586,297,-97,243,504.0
1587,297,-96,243,504.0
1588,297,-92,243,504.0
1589,297,-91,243,504.0
1590,297,-10,83,501.0
1591,297,-9,83,501.0
1592,297,-8,83,501.0
1593,297,-7,83,501.0
1594,297,1,74,501.0
1595,297,109,116,502.0
1596,298,-215,50,500.0
1597,298,-211,83,501.0
1598,298,-108,70,501.0
1599,298,-107,70,501.0
1600,298,-97,243,504.0
1601,298,-96,50,500.0
1602,298,-92,50,500.0
1603,298,-91,243,504.0
1604,298,-7,83,501.0
1605,298,2,74,501.0
1606,298,56,116,502.0
1607,298,109,116,502.0
1608,299,-250,116,502.0
1609,299,-211,83,501.0
1610,299,-190,116,502.0
1611,299,-189,116,502.0
1612,299,-118,83,501.0
1613,299,-82,20,500.0
1614,299,5,83,501.0
1615,299,6,83,501.0
1616,299,7,83,501.0
1617,299,8,83,501.0
1618,299,55,116,502.0
1619,300,-167,50,500.0
1620,300,-118,83,501.0
1621,300,-94,50,500.0
1622,300,-82,20,500.0
1623,300,5,83,501.0
1624,300,57,74,501.0
1625,300,107,116,502.0
1626,300,109,116,502.0
1627,300,110,116,502.0
1628,301,-237,70,501.0
1629,301,-236,70,501.0
1630,301,-235,70,501.0
1631,301,-234,70,501.0
1632,301,-231,70,501.0
1633,301,-169,90,501.0
1634,301,-168,90,501.0
1635,301,-138,243,504.0
1636,301,-118,83,501.0
1637,301,-117,83,501.0
1638,301,-116,83,501.0
1639,301,-115,83,501.0
1640,301,-82,20,500.0
1641,301,5,83,501.0
1642,301,58,74,501.0
1643,302,-250,116,502.0
1644,302,-225,206,504.0
1645,302,-224,206,504.0
1646,302,-169,50,500.0
1647,302,-168,90,501.0
1648,302,-144,243,504.0
1649,302,-140,243,504.0
1650,302,-139,243,504.0
1651,302,-97,243,504.0
1652,302,-96,50,500.0
1653,302,-92,50,500.0
1654,302,-91,243,504.0
1655,302,86,100,502.0
1656,302,107,116,502.0
1657,303,-224,206,504.0
1658,303,-202,100,502.0
1659,303,-154,20,500.0
1660,303,-140,243,504.0
1661,303,-139,243,504.0
1662,303,-121,116,502.0
1663,303,-118,116,502.0
1664,303,-97,243,504.0
1665,303,-96,243,504.0
1666,303,-92,243,504.0
1667,303,-91,243,504.0
1668,303,76,70,501.0
1669,303,87,100,502.0
1670,303,107,116,502.0
1671,304,-224,206,504.0
1672,304,-203,100,502.0
1673,304,-171,50,500.0
1674,304,-154,20,500.0
1675,304,-90,50,500.0
1676,304,88,100,502.0
1677,305,-259,74,501.0
1678,305,-213,111,502.0
1679,305,-204,100,502.0
1680,305,-132,20,500.0
1681,305,-131,20,500.0
1682,305,-130,20,500.0
1683,305,-127,20,500.0
1684,305,-126,20,500.0
1685,305,-119,116,502.0
1686,305,89,100,502.0
1687,306,-246,20,500.0
1688,306,-226,206,504.0
1689,306,-214,74,501.0
1690,306,-205,100,502.0
1691,306,96,20,500.0
1692,306,97,20,500.0
1693,306,98,20,500.0
1694,307,-239,20,500.0
1695,307,-238,20,500.0
1696,307,-235,20,500.0
1697,307,-234,20,500.0
1698,307,-233,20,500.0
1699,307,-154,20,500.0
1700,307,-138,116,502.0
1701,307,-106,74,501.0
1702,308,-228,206,504.0
1703,308,-215,116,502.0
1704,308,-184,70,501.0
1705,308,-154,20,500.0
1706,308,-119,116,502.0
1707,308,-106,74,501.0
1708,309,-184,70,501.0
1709,309,-154,20,500.0
1710,309,-119,116,502.0
1711,309,-106,74,501.0
1712,309,-89,116,502.0
1713,310,-269,74,501.0
1714,310,-263,74,501.0
1715,310,-254,74,501.0
1716,310,-227,206,504.0
1717,310,-214,74,501.0
1718,310,-184,70,501.0
1719,310,-109,74,501.0
1720,310,-108,74,501.0
1721,310,-107,74,501.0
1722,310,-105,74,501.0
1723,310,-104,74,501.0
1724,310,-103,74,501.0
1725,310,65,116,502.0
1726,311,-276,83,501.0
1727,311,-268,74,501.0
1728,311,-264,74,501.0
1729,311,-226,206,504.0
1730,311,-223,206,504.0
1731,311,-213,111,502.0
1732,311,-138,50,500.0
1733,311,-106,74,501.0
1734,312,-276,83,501.0
1735,312,-266,116,502.0
1736,312,-202,83,501.0
1737,312,-184,70,501.0
1738,312,-140,90,501.0
1739,312,-139,90,501.0
1740,312,-106,74,501.0
1741,312,63,116,502.0
1742,312,65,116,502.0
1743,312,66,116,502.0
1744,312,74,100,502.0
1745,313,-267,116,502.0
1746,313,-266,116,502.0
1747,313,-265,116,502.0
1748,313,-230,206,504.0
1749,313,-202,83,501.0
1750,313,-184,70,501.0
1751,313,-140,50,500.0
1752,313,-139,90,501.0
1753,313,-106,74,501.0
1754,313,84,206,504.0
1755,314,-266,116,502.0
1756,314,-159,90,501.0
1757,314,-158,90,501.0
1758,314,-154,90,501.0
1759,314,-146,20,500.0
1760,314,-127,74,501.0
1761,314,-121,74,501.0
1762,314,63,116,502.0
1763,314,84,206,504.0
1764,315,-268,74,501.0
1765,315,-264,74,501.0
1766,315,-230,206,504.0
1767,315,-228,206,504.0
1768,315,-175,74,501.0
1769,315,-166,100,502.0
1770,315,-159,90,501.0
1771,315,-158,50,500.0
1772,315,-154,50,500.0
1773,315,-146,20,500.0
1774,315,-126,74,501.0
1775,315,-122,74,501.0
1776,315,63,116,502.0
1777,316,-269,74,501.0
1778,316,-263,74,501.0
1779,316,-165,100,502.0
1780,316,-125,74,501.0
1781,316,-123,74,501.0
1782,316,-96,116,502.0
1783,316,-93,116,502.0
1784,316,83,206,504.0
1785,316,84,206,504.0
1786,316,86,206,504.0
1787,317,-236,116,502.0
1788,317,-230,206,504.0
1789,317,-210,100,502.0
1790,317,-156,50,500.0
1791,317,-140,50,500.0
1792,317,-139,90,501.0
1793,318,-238,74,501.0
1794,318,-230,206,504.0
1795,318,-146,20,500.0
1796,318,-140,90,501.0
1797,318,-139,90,501.0
1798,318,-125,74,501.0
1799,318,-123,74,501.0
1800,318,64,116,502.0
1801,318,65,116,502.0
1802,318,69,116,502.0
1803,318,72,116,502.0
1804,318,84,206,504.0
1805,319,-254,70,501.0
1806,319,-253,70,501.0
1807,319,-252,70,501.0
1808,319,-251,70,501.0
1809,319,-248,70,501.0
1810,319,-247,70,501.0
1811,319,-203,111,502.0
1812,319,-197,111,502.0
1813,319,-183,70,501.0
1814,319,-159,90,501.0
1815,319,-158,50,500.0
1816,319,-154,50,500.0
1817,319,-146,20,500.0
1818,319,-138,50,500.0
1819,319,-126,74,501.0
1820,319,-122,74,501.0
1821,320,-202,74,501.0
1822,320,-198,74,501.0
1823,320,-183,70,501.0
1824,320,-159,90,501.0
1825,320,-158,90,501.0
1826,320,-154,90,501.0
1827,320,-146,20,500.0
1828,320,-127,74,501.0
1829,320,-121,74,501.0
1830,320,-90,70,501.0
1831,320,-89,70,501.0
1832,320,71,116,502.0
1833,320,76,83,501.0
1834,320,77,83,501.0
1835,320,78,83,501.0
1836,320,79,83,501.0
1837,321,-200,116,502.0
1838,321,-183,70,501.0
1839,321,-160,50,500.0
1840,321,-113,74,501.0
1841,321,164,50,500.0
1842,322,-271,70,501.0
1843,322,-201,116,502.0
1844,322,-199,116,502.0
1845,322,-115,116,502.0
1846,322,79,83,501.0
1847,323,-271,70,501.0
1848,323,-262,166,503.0
1849,323,-200,116,502.0
1850,323,-183,70,501.0
1851,323,-114,116,502.0
1852,323,71,116,502.0
1853,323,158,50,500.0
1854,324,-237,50,500.0
1855,324,-202,74,501.0
1856,324,-198,74,501.0
1857,324,-183,70,501.0
1858,324,-173,111,502.0
1859,324,-162,206,504.0
1860,324,-115,116,502.0
1861,324,71,116,502.0
1862,325,-203,111,502.0
1863,325,-197,111,502.0
1864,325,-172,74,501.0
1865,325,-168,74,501.0
1866,325,-162,206,504.0
1867,325,-149,83,501.0
1868,325,-117,74,501.0
1869,326,-170,116,502.0
1870,326,-118,111,502.0
1871,326,71,116,502.0
1872,327,-270,50,500.0
1873,327,-262,50,500.0
1874,327,-253,83,501.0
1875,327,-252,83,501.0
1876,327,-251,83,501.0
1877,327,-237,116,502.0
1878,327,-171,116,502.0
1879,327,-169,116,502.0
1880,327,-163,206,504.0
1881,327,-162,206,504.0
1882,327,-160,206,504.0
1883,327,-130,100,502.0
1884,327,-101,20,500.0
1885,327,-100,20,500.0
1886,327,-99,20,500.0
1887,328,-269,90,501.0
1888,328,-268,90,501.0
1889,328,-264,90,501.0
1890,328,-263,90,501.0
1891,328,-237,116,502.0
1892,328,-170,116,502.0
1893,328,-129,100,502.0
1894,329,-269,90,501.0
1895,329,-268,50,500.0
1896,329,-264,50,500.0
1897,329,-263,90,501.0
1898,329,-227,111,502.0
1899,329,-216,111,502.0
1900,329,-172,74,501.0
1901,329,-168,74,501.0
1902,329,-162,206,504.0
1903,330,-237,116,502.0
1904,330,-236,116,502.0
1905,330,-228,74,501.0
1906,330,-215,74,501.0
1907,330,-195,116,502.0
1908,330,-192,116,502.0
1909,330,-173,111,502.0
1910,330,-162,206,504.0
1911,331,-266,50,500.0
1912,331,-230,116,502.0
1913,331,-213,116,502.0
1914,331,-187,83,501.0
1915,331,-113,206,504.0
1916,331,-112,206,504.0
1917,332,-231,116,502.0
1918,332,-229,116,502.0
1919,332,-214,116,502.0
1920,332,-112,206,504.0
1921,332,-19,74,501.0
1922,333,-269,90,501.0
1923,333,-268,50,500.0
1924,333,-264,50,500.0
1925,333,-263,90,501.0
1926,333,-230,116,502.0
1927,333,-213,116,502.0
1928,333,-208,74,501.0
1929,333,-202,74,501.0
1930,333,-112,206,504.0
1931,333,-102,83,501.0
1932,333,-101,83,501.0
1933,333,-100,83,501.0
1934,333,-99,83,501.0
1935,333,-21,116,502.0
1936,334,-269,90,501.0
1937,334,-268,90,501.0
1938,334,-264,90,501.0
1939,334,-263,90,501.0
1940,334,-228,74,501.0
1941,334,-215,74,501.0
1942,334,-207,74,501.0
1943,334,-203,74,501.0
1944,334,-102,83,501.0
1945,334,-22,116,502.0
1946,334,-21,116,502.0
1947,334,-20,116,502.0
1948,335,-270,50,500.0
1949,335,-262,50,500.0
1950,335,-257,70,501.0
1951,335,-256,70,501.0
1952,335,-255,70,501.0
1953,335,-254,70,501.0
1954,335,-248,20,500.0
1955,335,-247,20,500.0
1956,335,-246,20,500.0
1957,335,-243,20,500.0
1958,335,-242,20,500.0
1959,335,-227,111,502.0
1960,335,-216,111,502.0
1961,335,-205,116,502.0
1962,335,-114,206,504.0
1963,335,-102,83,501.0
1964,335,-21,116,502.0
1965,336,-206,116,502.0
1966,336,-204,116,502.0
1967,336,-148,116,502.0
1968,336,-23,74,501.0
1969,336,-19,74,501.0
1970,336,-10,50,500.0
1971,336,67,83,501.0
1972,336,68,83,501.0
1973,337,-205,116,502.0
1974,337,-155,100,502.0
1975,337,-116,206,504.0
1976,337,-24,74,501.0
1977,337,-18,74,501.0
1978,338,-207,74,501.0
1979,338,-203,74,501.0
1980,338,-161,83,501.0
1981,338,-154,100,502.0
1982,339,-268,74,501.0
1983,339,-208,74,501.0
1984,339,-202,74,501.0
1985,339,-153,100,502.0
1986,339,-125,83,501.0
1987,339,-115,206,504.0
1988,340,-259,74,501.0
1989,340,-161,83,501.0
1990,340,-125,83,501.0
1991,340,-114,206,504.0
1992,340,-111,206,504.0
1993,341,-259,74,501.0
1994,341,-195,74,501.0
1995,341,-183,83,501.0
1996,341,-126,83,501.0
1997,341,-125,83,501.0
1998,342,-218,166,503.0
1999,342,-196,74,501.0
2000,342,-183,83,501.0
2001,342,-145,74,501.0
2002,342,-139,74,501.0
2003,343,-218,166,503.0
2004,343,-213,166,503.0
2005,343,-183,83,501.0
2006,343,-182,83,501.0
2007,343,-181,83,501.0
2008,343,-180,83,501.0
2009,343,-144,74,501.0
2010,343,-140,74,501.0
2011,344,-258,206,504.0
2012,344,-218,166,503.0
2013,344,-215,166,503.0
2014,344,-211,166,503.0
2015,344,-198,116,502.0
2016,344,-165,116,502.0
2017,344,-142,116,502.0
2018,344,-10,50,500.0
2019,345,-258,206,504.0
2020,345,-223,20,500.0
2021,345,-222,20,500.0
2022,345,-218,166,503.0
2023,345,-198,116,502.0
2024,345,-143,116,502.0
2025,345,-142,116,502.0
2026,345,-141,116,502.0
2027,345,-105,83,501.0
2028,345,-20,206,504.0
2029,345,-15,83,501.0
2030,345,-14,83,501.0
2031,345,285,116,502.0
2032,346,-200,74,501.0
2033,346,-164,116,502.0
2034,346,-142,116,502.0
2035,346,-43,116,502.0
2036,346,-40,116,502.0
2037,347,-259,206,504.0
2038,347,-258,206,504.0
2039,347,-256,206,504.0
2040,347,-236,74,501.0
2041,347,-215,166,503.0
2042,347,-212,166,503.0
2043,347,-201,74,501.0
2044,347,-144,74,501.0
2045,347,-140,74,501.0
2046,347,-105,83,501.0
2047,347,140,83,501.0
2048,348,-145,74,501.0
2049,348,-139,74,501.0
2050,348,-41,116,502.0
2051,348,-4,74,501.0
2052,349,-212,166,503.0
2053,349,-211,166,503.0
2054,349,-206,74,501.0
2055,349,-124,111,502.0
2056,349,-30,74,501.0
2057,350,-159,74,501.0
2058,350,-125,74,501.0
2059,351,-250,70,501.0
2060,351,-218,20,500.0
2061,351,-215,70,501.0
2062,351,-214,70,501.0
2063,351,-213,70,501.0
2064,351,-212,70,501.0
2065,351,-195,70,501.0
2066,351,-194,70,501.0
2067,351,-193,70,501.0
2068,351,-192,70,501.0
2069,351,-189,70,501.0
2070,351,-188,70,501.0
2071,351,-180,116,502.0
2072,351,-157,179,503.0
2073,351,-127,116,502.0
2074,351,-112,70,501.0
2075,351,-111,70,501.0
2076,351,-41,116,502.0
2077,351,-36,74,501.0
2078,352,-250,70,501.0
2079,352,-218,20,500.0
2080,352,-204,179,503.0
2081,352,-203,179,503.0
2082,352,-202,179,503.0
2083,352,-181,116,502.0
2084,352,-179,116,502.0
2085,352,-158,179,503.0
2086,352,-157,179,503.0
2087,352,-156,179,503.0
2088,352,-112,70,501.0
2089,352,-41,116,502.0
2090,352,-37,74,501.0
2091,352,-13,243,504.0
2092,352,54,74,501.0
2093,353,-250,70,501.0
2094,353,-203,179,503.0
2095,353,-180,116,502.0
2096,353,-157,179,503.0
2097,353,-150,70,501.0
2098,353,-149,70,501.0
2099,353,-148,70,501.0
2100,353,-114,70,501.0
2101,353,-113,70,501.0
2102,353,-112,70,501.0
2103,353,52,116,502.0
2104,354,-205,74,501.0
2105,354,-201,74,501.0
2106,354,-182,74,501.0
2107,354,-178,74,501.0
2108,354,-84,70,501.0
2109,354,-38,179,503.0
2110,354,-22,100,502.0
2111,354,52,116,502.0
2112,354,53,116,502.0
2113,355,-238,70,501.0
2114,355,-237,70,501.0
2115,355,-236,70,501.0
2116,355,-235,70,501.0
2117,355,-232,70,501.0
2118,355,-231,70,501.0
2119,355,-206,74,501.0
